284	6.62	2.49
285	5.55	0.89
286	3.21	3.55
287	5.17	3.80
288	6.50	2.09
289	4.71	1.94
290	7.41	3.35
291	5.41	3.65
292	5.56	1.97
293	5.15	2.86
294	4.60	3.33
295	6.29	4.04
296	5.37	1.98
297	2.58	3.01
298	4.56	2.80
299	4.99	3.80
300	5.67	2.35
301	5.20	2.46
302	5.13	2.16
303	6.34	4.73
304	4.46	2.60
305	5.80	1.85
306	5.73	2.22
307	3.93	5.15
308	5.15	2.38
309	3.97	2.54
310	5.91	3.89
311	5.92	4.08
312	5.39	1.90
313	4.33	4.29
314	6.18	1.94
315	4.44	2.70
316	4.45	2.15
317	4.16	3.98
318	5.35	3.75
319	5.34	2.42
320	4.73	2.51
321	5.09	4.21
322	5.72	4.90
323	4.57	2.74
324	4.52	4.31
325	6.58	2.24
326	4.98	2.72
327	6.64	3.47
328	6.06	3.90
329	5.06	2.79
330	4.77	3.03
331	6.77	3.75
332	4.34	2.51
333	4.78	3.80
334	4.25	2.67
335	5.41	3.15
336	5.18	3.08
337	5.72	2.00
338	4.78	4.71
339	5.88	3.28
340	5.59	2.12
341	5.56	3.81
342	5.02	3.39
343	4.07	3.43
344	6.71	2.36
345	3.27	2.92
346	6.86	3.23
347	4.78	3.62
348	5.21	2.63
349	4.63	2.16
350	5.21	2.21
351	4.47	2.59
352	5.75	4.22
353	5.47	4.56
354	5.61	4.78
355	4.56	3.67
356	6.83	4.50
357	5.35	2.05
358	5.47	3.15
359	4.28	2.97
360	4.89	2.57
361	4.68	4.15
362	4.06	3.76
363	5.00	4.46
364	6.67	0.41
365	4.64	2.07
366	5.28	2.64
367	4.74	4.19
368	5.40	4.50
369	4.94	4.53
370	5.84	5.41
371	4.42	1.68
372	5.63	4.22
373	2.35	3.15
374	4.34	2.35
375	6.77	2.41
376	4.42	3.76
377	5.98	3.61
378	4.99	3.37
379	4.56	2.86
380	4.12	2.40
381	5.53	3.90
382	4.52	4.95
383	4.92	2.26
384	5.22	3.07
385	6.47	3.92
386	5.41	1.64
387	4.90	3.03
388	4.28	3.05
389	5.23	3.01
390	6.76	1.02
391	6.03	0.88
392	4.83	4.80
393	5.50	2.92
394	4.90	2.39
395	4.88	2.61
396	4.45	3.40
397	3.70	2.45
398	4.84	1.83
399	4.60	2.49
400	4.57	4.30
401	3.99	3.83
402	6.40	2.86
403	6.03	4.67
404	4.37	3.69
405	5.23	2.41
406	4.70	2.21
407	4.91	3.64
408	4.77	3.31
409	6.32	3.80
410	4.39	3.64
411	4.86	3.65
412	4.72	1.92
413	4.39	2.62
414	4.90	2.06
415	5.66	3.60
416	5.38	3.02
417	6.33	2.65
418	5.36	2.96
419	4.72	4.04
420	5.75	4.80
421	5.89	1.68
422	6.74	3.77
423	4.90	2.37
424	5.36	1.93
425	6.55	5.98
426	5.34	5.13
427	5.73	3.44
428	5.29	1.89
429	4.53	3.27
430	5.76	2.50
431	5.03	3.46
432	4.37	2.28
433	7.13	3.86
434	3.74	2.90
435	7.64	3.64
436	5.57	3.39
437	3.39	3.02
438	5.52	4.20
439	3.39	2.39
440	6.36	4.36
441	4.65	2.82
442	4.12	3.81
443	4.25	2.49
444	5.13	3.20
445	4.30	3.49
446	3.71	4.45
447	5.07	2.74
448	3.38	3.48
449	2.96	2.41
450	5.27	3.84
451	5.79	4.57
452	3.77	1.98
453	5.30	1.18
454	3.72	4.05
455	4.49	2.07
456	3.38	2.88
457	5.76	3.77
458	3.19	4.35
459	6.53	4.53
460	5.91	2.20
461	4.99	2.55
462	6.09	1.77
463	3.97	2.36
464	3.51	4.39
465	6.47	3.05
466	3.64	2.00
467	3.66	3.52
468	5.39	1.15
469	3.50	2.11
470	5.86	3.67
471	7.01	1.97
472	4.25	3.08
473	7.15	4.75
474	5.75	2.55
475	5.05	1.44
476	4.85	4.00
477	4.96	3.78
478	3.45	4.95
479	6.55	1.30
480	5.41	2.24
481	4.76	2.91
482	4.20	3.78
483	4.18	3.49
484	5.95	3.06
485	4.91	1.93
486	5.27	3.43
487	4.29	3.39
488	4.07	1.68
489	3.79	2.30
490	5.03	1.61
491	5.94	0.83
492	4.29	2.31
493	4.88	2.05
494	4.85	4.29
495	4.26	4.10
496	4.20	4.70
497	4.92	2.50
498	4.13	3.20
499	6.19	1.04
500	5.46	2.41
